"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","tp_flags","Mutational_Freq"
"OR1AC1P",1,0,0,"FALSE",0
"AC008738.2",1,0,0,"FALSE",0
"AC005746.2",1,0,0,"FALSE",0
"HMGB3P27",1,0,0,"FALSE",0
"AC011518.1",1,0,0,"FALSE",0
"LINC01924",1,0,0,"FALSE",0
"AD000091.1",1,0,0,"FALSE",0
"AP005131.1",1,0,0,"FALSE",0
"AC005901.1",1,0,0,"FALSE",0
"AC005954.1",1,0,0,"FALSE",0
"AC005262.2",1,0,0,"FALSE",0
"AC007998.2",1,0,0,"FALSE",0
"AC012615.4",1,0,0,"FALSE",0
"AC092296.2",1,0,0,"FALSE",0
"AP001120.2",1,0,0,"FALSE",0
"AC067968.2",1,0,0,"FALSE",0
"AC006116.3",1,0,0,"FALSE",0
"AC012301.1",1,0,0,"FALSE",0
"LINC01842",1,0,0,"FALSE",0
"AC005777.1",1,0,0,"FALSE",0
"AC011476.2",1,0,0,"FALSE",0
"AC006557.1",1,0,0,"FALSE",0
"MIR2117HG",1,0,0,"FALSE",0
"AC093227.1",1,0,0,"FALSE",0
"CTBP2P3",1,0,0,"FALSE",0
"OR1M4P",1,0,0,"FALSE",0
"TPMTP1",1,0,0,"FALSE",0
"AC011499.1",1,0,0,"FALSE",0
"AC005379.1",1,0,0,"FALSE",0
"AC091152.2",1,0,0,"FALSE",0
"SDHDP1",1,0,0,"FALSE",0
"CHMP1B.AS1",1,0,0,"FALSE",0
"AC007993.1",1,0,0,"FALSE",0
"AC005837.2",1,0,0,"FALSE",0
"AC022098.1",1,0,0,"FALSE",0
"CALM2P1",1,0,0,"FALSE",0
"AC022031.1",1,0,0,"FALSE",0
"AC245748.1",1,0,0,"FALSE",0
"AC011472.2",1,0,0,"FALSE",0
"AC105094.2",1,0,0,"FALSE",0
"AP002505.1",1,0,0,"FALSE",0
"PHF5CP",1,0,0,"FALSE",0
"AC008770.2",1,0,0,"FALSE",0
"AC007136.1",1,0,0,"FALSE",0
"SNRPCP20",1,0,0,"FALSE",0
"AC002545.1",1,0,0,"FALSE",0
"PTP4A2P1",1,0,0,"FALSE",0
"AC026898.1",1,0,0,"FALSE",0
"AC245748.2",1,0,0,"FALSE",0
"ATP5MGP7",1,0,0,"FALSE",0
"TYMSP2",1,0,0,"FALSE",0
"AC006213.3",1,0,0,"FALSE",0
"AC006116.4",1,0,0,"FALSE",0
"AC023421.2",1,0,0,"FALSE",0
"MIR212",1,0,0,"FALSE",0
"AC091044.1",1,0,0,"FALSE",0
"AC011461.1",1,0,0,"FALSE",0
"AC091132.4",1,0,0,"FALSE",0
"AP001029.2",1,0,0,"FALSE",0
"MIR132",1,0,0,"FALSE",0
"LINC01775",1,0,0,"FALSE",0
"AC090386.1",1,0,0,"FALSE",0
"SNRPGP4",1,0,0,"FALSE",0
"LINC01782",1,0,0,"FALSE",0
"AC005954.2",1,0,0,"FALSE",0
"LCN6",1,0,0,"FALSE",0
"AC005884.1",1,0,0,"FALSE",0
"LINC01897",1,0,0,"FALSE",0
"AC003043.1",1,0,0,"FALSE",0
"AC018761.3",1,0,0,"FALSE",0
"AC007773.1",1,0,0,"FALSE",0
"AC092068.1",1,0,0,"FALSE",0
"AC040963.1",1,0,0,"FALSE",0
"AC020915.1",1,0,0,"FALSE",0
"AC005336.2",1,0,0,"FALSE",0
"AC010504.1",1,0,0,"FALSE",0
"AC011447.2",1,0,0,"FALSE",0
"C17orf113",1,0,0,"FALSE",0
"AC107993.1",1,0,0,"FALSE",0
"AC005597.1",1,0,0,"FALSE",0
"AC005498.1",1,0,0,"FALSE",0
"WDR7.OT1",1,0,0,"FALSE",0
"AC104971.1",1,0,0,"FALSE",0
"AC005324.6",1,0,0,"FALSE",0
"AC012254.2",1,0,0,"FALSE",0
"AC005786.2",1,0,0,"FALSE",0
"AC012615.5",1,0,0,"FALSE",0
"HNRNPA3P16",1,0,0,"FALSE",0
"AC092067.1",1,0,0,"FALSE",0
"ZNF861P",1,0,0,"FALSE",0
"AC093074.1",1,0,0,"FALSE",0
"AP001198.1",1,0,0,"FALSE",0
"AC011524.2",1,0,0,"FALSE",0
"CYP4F10P",1,0,0,"FALSE",0
"AC005381.1",1,0,0,"FALSE",0
"AC012615.6",1,0,0,"FALSE",0
"AC008805.1",1,0,0,"FALSE",0
"AC091132.5",1,0,0,"FALSE",0
"AP005264.3",1,0,0,"FALSE",0
"AC025048.2",1,0,0,"FALSE",0
"AP005482.3",1,0,0,"FALSE",0
"AC011591.1",1,0,0,"FALSE",0
"AC139100.1",1,0,0,"FALSE",0
"LINC01255",1,0,0,"FALSE",0
"AC055813.1",1,0,0,"FALSE",0
"ZNF790.AS1",1,0,0,"FALSE",0
"AC011498.3",1,0,0,"FALSE",0
"AC105105.1",1,0,0,"FALSE",0
"PPIAP58",1,0,0,"FALSE",0
"ERVE.1",1,0,0,"FALSE",0
"AC020928.1",1,0,0,"FALSE",0
"AC099811.2",1,0,0,"FALSE",0
"AC011444.2",1,0,0,"FALSE",0
"AC111170.2",1,0,0,"FALSE",0
"AC006504.3",1,0,0,"FALSE",0
"AC011476.3",1,0,0,"FALSE",0
"AC010776.1",1,0,0,"FALSE",0
"PARD6G.AS1",1,0,0,"FALSE",0
"AC060766.2",1,0,0,"FALSE",0
"LINC01140",1,0,0,"FALSE",0
"AC008567.2",1,0,0,"FALSE",0
"AC008770.3",1,0,0,"FALSE",0
"AC020911.2",1,0,0,"FALSE",0
"AC024575.1",1,0,0,"FALSE",0
"MAP3K14.AS1",1,0,0,"FALSE",0
"AC090409.1",1,0,0,"FALSE",0
"TBX2.AS1",1,0,0,"FALSE",0
"AC023509.3",1,0,0,"FALSE",0
"AC011481.2",1,0,0,"FALSE",0
"AC005306.1",1,0,0,"FALSE",0
"AC022031.2",1,0,0,"FALSE",0
"AC004672.2",1,0,0,"FALSE",0
"AP001198.2",1,0,0,"FALSE",0
"AC068473.3",1,0,0,"FALSE",0
"AC138150.2",1,0,0,"FALSE",0
"AC008752.2",1,0,0,"FALSE",0
"AC008649.1",1,0,0,"FALSE",0
"AP001542.2",1,0,0,"FALSE",0
"AC012569.1",1,0,0,"FALSE",0
"AC025048.3",1,0,0,"FALSE",0
"CEBPA.DT",1,0,0,"FALSE",0
"AC006116.5",1,0,0,"FALSE",0
"AC011444.3",1,0,0,"FALSE",0
"RPL23AP77",1,0,0,"FALSE",0
"RNFT1.DT",1,0,0,"FALSE",0
"AC011511.4",1,0,0,"FALSE",0
"AC004637.1",1,0,0,"FALSE",0
"AL592148.2",1,0,0,"FALSE",0
"LINC01764",1,0,0,"FALSE",0
"AC092295.2",1,0,0,"FALSE",0
"OR4G1P",1,0,0,"FALSE",0
"AC007673.1",1,0,0,"FALSE",0
"AC015911.4",1,0,0,"FALSE",0
"KC6",1,0,0,"FALSE",0
"AC104532.1",1,0,0,"FALSE",0
"AC060766.3",1,0,0,"FALSE",0
"AC090409.2",1,0,0,"FALSE",0
"AC027307.2",1,0,0,"FALSE",0
"AC005702.1",1,0,0,"FALSE",0
"SELENOKP1",1,0,0,"FALSE",0
"AC005580.1",1,0,0,"FALSE",0
"LINC02001",1,0,0,"FALSE",0
"SNHG22",1,0,0,"FALSE",0
"SLC25A1P5",1,0,0,"FALSE",0
"AC006557.2",1,0,0,"FALSE",0
"LINC01415",1,0,0,"FALSE",0
"AC009271.1",1,0,0,"FALSE",0
"AC002398.2",1,0,0,"FALSE",0
"BOLA3P2",1,0,0,"FALSE",0
"ASNSP6",1,0,0,"FALSE",0
"AC015936.1",1,0,0,"FALSE",0
"AC008687.1",1,0,0,"FALSE",0
"EIF4A2P1",1,0,0,"FALSE",0
"LINC01478",1,0,0,"FALSE",0
"AP000365.1",1,0,0,"FALSE",0
"LINC00906",1,0,0,"FALSE",0
"AC060780.2",1,0,0,"FALSE",0
"AC100843.1",1,0,0,"FALSE",0
"AC087289.2",1,0,0,"FALSE",0
"ZNF833P",1,0,0,"FALSE",0
"AC003070.1",1,0,0,"FALSE",0
"AC010632.1",1,0,0,"FALSE",0
"EIF5AP3",1,0,0,"FALSE",0
"GEMIN7.AS1",1,0,0,"FALSE",0
"AC015911.5",1,0,0,"FALSE",0
"SH3GL1P3",1,0,0,"FALSE",0
"AC020928.2",1,0,0,"FALSE",0
"AC091151.1",1,0,0,"FALSE",0
"RPL9P29",1,0,0,"FALSE",0
"AC006557.3",1,0,0,"FALSE",0
"AC015911.6",1,0,0,"FALSE",0
"AC012309.1",1,0,0,"FALSE",0
"SEC24AP1",1,0,0,"FALSE",0
"AC092296.3",1,0,0,"FALSE",0
"AC022706.1",1,0,0,"FALSE",0
"KCNJ2.AS1",1,0,0,"FALSE",0
"AP005131.2",1,0,0,"FALSE",0
"UPK3BL1",1,0,0,"FALSE",0
"AC015911.7",1,0,0,"FALSE",0
"AC008752.3",1,0,0,"FALSE",0
"AP001017.1",1,0,0,"FALSE",0
"AC005330.1",1,0,0,"FALSE",0
"AC008894.1",1,0,0,"FALSE",0
"AC016205.1",1,0,0,"FALSE",0
"AC008649.2",1,0,0,"FALSE",0
"ATP5MGP6",1,0,0,"FALSE",0
"AC020897.1",1,0,0,"FALSE",0
"AC008569.1",1,0,0,"FALSE",0
"AC010928.1",1,0,0,"FALSE",0
"AC011447.3",1,0,0,"FALSE",0
"SMCO4P1",1,0,0,"FALSE",0
"AC011498.4",1,0,0,"FALSE",0
"AC020931.1",1,0,0,"FALSE",0
"AF038458.2",1,0,0,"FALSE",0
"AC006504.4",1,0,0,"FALSE",0
"AC036176.1",1,0,0,"FALSE",0
"MIR122HG",1,0,0,"FALSE",0
"CYP4F9P",1,0,0,"FALSE",0
"AP002439.1",1,0,0,"FALSE",0
"AC004596.1",1,0,0,"FALSE",0
"DM1.AS",1,0,0,"FALSE",0
"AC090236.1",1,0,0,"FALSE",0
"AC090229.1",1,0,0,"FALSE",0
"AC006130.2",1,0,0,"FALSE",0
"AC006305.2",1,0,0,"FALSE",0
"AC010928.2",1,0,0,"FALSE",0
"AC090621.1",1,0,0,"FALSE",0
"TCF4.AS2",1,0,0,"FALSE",0
"AC023043.2",1,0,0,"FALSE",0
"AC005180.1",1,0,0,"FALSE",0
"AC011509.1",1,0,0,"FALSE",0
"AC008794.1",1,0,0,"FALSE",0
"AC011498.5",1,0,0,"FALSE",0
"AC068473.4",1,0,0,"FALSE",0
"AC092068.2",1,0,0,"FALSE",0
"LINC01901",1,0,0,"FALSE",0
"AC120049.1",1,0,0,"FALSE",0
"AC011471.1",1,0,0,"FALSE",0
"AC025048.4",1,0,0,"FALSE",0
"AC138474.1",1,0,0,"FALSE",0
"ELOCP29",1,0,0,"FALSE",0
"AC011477.1",1,0,0,"FALSE",0
"AC007993.2",1,0,0,"FALSE",0
"AC005498.2",1,0,0,"FALSE",0
"AC016582.2",1,0,0,"FALSE",0
"AC005616.1",1,0,0,"FALSE",0
"AC020934.1",1,0,0,"FALSE",0
"LINC01928",1,0,0,"FALSE",0
"AC087289.3",1,0,0,"FALSE",0
"AC091135.1",1,0,0,"FALSE",0
"AC006116.6",1,0,0,"FALSE",0
"AC036176.2",1,0,0,"FALSE",0
"DNAH17.AS1",1,0,0,"FALSE",0
"AC008798.1",1,0,0,"FALSE",0
"AC005786.3",1,0,0,"FALSE",0
"AC012309.2",1,0,0,"FALSE",0
"AD000671.3",1,0,0,"FALSE",0
"LINC02594",1,0,0,"FALSE",0
"AL353997.3",1,0,0,"FALSE",0
"AC010641.1",1,0,0,"FALSE",0
"SMUG1P1",1,0,0,"FALSE",0
"AC003070.2",1,0,0,"FALSE",0
"AC010649.1",1,0,0,"FALSE",0
"AC005884.2",1,0,0,"FALSE",0
"OR1AB1P",1,0,0,"FALSE",0
"LINC02073",1,0,0,"FALSE",0
"LINC01835",1,0,0,"FALSE",0
"ZNF582.AS1",1,0,0,"FALSE",0
"AP005137.1",1,0,0,"FALSE",0
"AC023043.3",1,0,0,"FALSE",0
"AC004223.2",1,0,0,"FALSE",0
"AC092069.1",1,0,0,"FALSE",0
"AC006116.7",1,0,0,"FALSE",0
"AC079210.1",1,0,0,"FALSE",0
"AC090377.1",1,0,0,"FALSE",0
"UBE2V2P2",1,0,0,"FALSE",0
"AC011525.2",1,0,0,"FALSE",0
"AC021683.1",1,0,0,"FALSE",0
"APOC4",1,0,0,"FALSE",0.04
"AC005944.1",1,0,0,"FALSE",0
"ZNF571.AS1",1,0,0,"FALSE",0
"AC005771.1",1,0,0,"FALSE",0
"ARHGAP27P2",1,0,0,"FALSE",0
"AC008569.2",1,0,0,"FALSE",0
"AC008736.1",1,0,0,"FALSE",0
"AC104365.1",1,0,0,"FALSE",0
"AC008481.3",1,0,0,"FALSE",0
"AP002414.3",1,0,0,"FALSE",0
"AP001542.3",1,0,0,"FALSE",0
"AC011477.2",1,0,0,"FALSE",0
"AC104996.3",1,0,0,"FALSE",0
"AC027319.1",1,0,0,"FALSE",0
"GLUD1P4",1,0,0,"FALSE",0
"AC100843.2",1,0,0,"FALSE",0
"LINC01837",1,0,0,"FALSE",0
"AC008759.1",1,0,0,"FALSE",0
"AC100788.1",1,0,0,"FALSE",0
"AL353997.4",1,0,0,"FALSE",0
"CIRBP.AS1",1,0,0,"FALSE",0
"FAM215A",1,0,0,"FALSE",0
"NFE2L3P1",1,0,0,"FALSE",0
"AC007786.1",1,0,0,"FALSE",0
"ZNF887P",1,0,0,"FALSE",0
"AC104365.2",1,0,0,"FALSE",0
"AP005131.3",1,0,0,"FALSE",0
"AC090236.2",1,0,0,"FALSE",0
"AC005180.2",1,0,0,"FALSE",0
"AC021683.2",1,0,0,"FALSE",0
"AC010327.2",1,0,0,"FALSE",0
"ZNF285",1,0,0,"FALSE",0.0740740740740741
"AC010511.1",1,0,0,"FALSE",0
"AC011451.1",1,0,0,"FALSE",0
"ADAD1P2",1,0,0,"FALSE",0
"AC011446.1",1,0,0,"FALSE",0
"HMGN1P31",1,0,0,"FALSE",0
"AP001029.3",1,0,0,"FALSE",0
"LINC01855",1,0,0,"FALSE",0
"AC090699.1",1,0,0,"FALSE",0
"AC020916.1",1,0,0,"FALSE",0
"AC010733.2",1,0,0,"FALSE",0
"AC016168.1",1,0,0,"FALSE",0
"LINC01864",1,0,0,"FALSE",0
"AC008735.2",1,0,0,"FALSE",0
"RPSAP57",1,0,0,"FALSE",0
"AC005702.2",1,0,0,"FALSE",0
"AC008991.1",1,0,0,"FALSE",0
"AP005131.4",1,0,0,"FALSE",0
"LINC01836",1,0,0,"FALSE",0
"MIR497HG",1,0,0,"FALSE",0
"AP002414.4",1,0,0,"FALSE",0
"S1PR2",1,0,0,"FALSE",0
"LINC00868",1,0,0,"FALSE",0
"AC079466.2",1,0,0,"FALSE",0
"MTCO2P2",1,0,0,"FALSE",0
"AC015802.3",1,0,0,"FALSE",0
"AC007229.1",1,0,0,"FALSE",0
"AC005779.2",1,0,0,"FALSE",0
"AC015802.4",1,0,0,"FALSE",0
"AC060766.4",1,0,0,"FALSE",0
"AC006116.8",1,0,0,"FALSE",0
"AC022517.1",1,0,0,"FALSE",0
"AC005264.1",1,0,0,"FALSE",0
"AC093227.2",1,0,0,"FALSE",0
"AC015911.8",1,0,0,"FALSE",0
"AC008805.2",1,0,0,"FALSE",0
"AC008474.1",1,0,0,"FALSE",0
"AC087685.1",1,0,0,"FALSE",0
"AL158154.2",1,0,0,"FALSE",0
"AC027514.2",1,0,0,"FALSE",0
"AC093155.3",1,0,0,"FALSE",0
"AC011471.2",1,0,0,"FALSE",0
"AP001109.1",1,0,0,"FALSE",0
"AC011477.3",1,0,0,"FALSE",0
"AC008736.2",1,0,0,"FALSE",0
"AC016168.2",1,0,0,"FALSE",0
"STK25P1",1,0,0,"FALSE",0
"AC104532.2",1,0,0,"FALSE",0
"KRT8P5",1,0,0,"FALSE",0
"AC011474.3",1,0,0,"FALSE",0
"AC006504.5",1,0,0,"FALSE",0
"AC011472.3",1,0,0,"FALSE",0
"AC010327.3",1,0,0,"FALSE",0
"AC104971.2",1,0,0,"FALSE",0
"AC008738.3",1,0,0,"FALSE",0
"AC011477.4",1,0,0,"FALSE",0
"AC020916.2",1,0,0,"FALSE",0
"AC007998.3",1,0,0,"FALSE",0
"AC013290.1",1,0,0,"FALSE",0
"LINC00907",1,0,0,"FALSE",0
"AC090241.1",1,0,0,"FALSE",0
"AC011444.4",1,0,0,"FALSE",0
"NDUFA3P1",1,0,0,"FALSE",0
"AC105224.1",1,0,0,"FALSE",0
"AC004134.1",1,0,0,"FALSE",0
"LINC01926",1,0,0,"FALSE",0
"CYP4F24P",1,0,0,"FALSE",0
"AC060780.3",1,0,0,"FALSE",0
"RPIAP1",1,0,0,"FALSE",0
"AC011446.2",1,0,0,"FALSE",0
"AC008794.2",1,0,0,"FALSE",0
"AC022966.1",1,0,0,"FALSE",0
"LINC01028",1,0,0,"FALSE",0
"AC003098.1",1,0,0,"FALSE",0
"AC016590.1",1,0,0,"FALSE",0
"AC006116.9",1,0,0,"FALSE",0
"AC011511.5",1,0,0,"FALSE",0
"SNX33P1",1,0,0,"FALSE",0
"AC007787.1",1,0,0,"FALSE",0
"AC008521.1",1,0,0,"FALSE",0
"AC008759.2",1,0,0,"FALSE",0
"AC245748.3",1,0,0,"FALSE",0
"AC087289.4",1,0,0,"FALSE",0
"AC007795.1",1,0,0,"FALSE",0
"RAD51L3.RFFL",1,0,0,"FALSE",0
"AC090771.1",1,0,0,"FALSE",0
"AC005357.2",1,0,0,"FALSE",0
"AC087645.1",1,0,0,"FALSE",0.08
"AC015911.9",1,0,0,"FALSE",0
"AC002115.1",1,0,0,"FALSE",0
"AC118757.1",1,0,0,"FALSE",0
"AC104423.1",1,0,0,"FALSE",0
"AC138430.1",1,0,0,"FALSE",0
"AC005758.1",1,0,0,"FALSE",0
"CGB1",1,0,0,"FALSE",0.0384615384615385
"AC067852.3",1,0,0,"FALSE",0
"AC008686.1",1,0,0,"FALSE",0.0384615384615385
"RPL7L1P5",1,0,0,"FALSE",0
"AC008992.1",1,0,0,"FALSE",0
"AC040904.1",1,0,0,"FALSE",0
"AC023855.1",1,0,0,"FALSE",0
"AC016582.3",1,0,0,"FALSE",0
"BNIP3P16",1,0,0,"FALSE",0
"AC091198.1",1,0,0,"FALSE",0
"AP005264.4",1,0,0,"FALSE",0
"AC061975.7",1,0,0,"FALSE",0
"AC105052.3",1,0,0,"FALSE",0
"AC008543.5",1,0,0,"FALSE",0
"MAP1LC3P",1,0,0,"FALSE",0
"AC060766.5",1,0,0,"FALSE",0
"AC010327.4",1,0,0,"FALSE",0
"AC008742.1",1,0,0,"FALSE",0
"AC015961.1",1,0,0,"FALSE",0
"AC011712.1",1,0,0,"FALSE",0
"AC002546.1",1,0,0,"FALSE",0
"AC125437.1",1,0,0,"FALSE",0
"AP001357.2",1,0,0,"FALSE",0
"AC099811.3",1,0,0,"FALSE",0
"LINC01482",1,0,0,"FALSE",0
"AP001269.3",1,0,0,"FALSE",0
"AC025809.1",1,0,0,"FALSE",0
"PPIAP56",1,0,0,"FALSE",0
"RPL17P45",1,0,0,"FALSE",0
"AC021683.3",1,0,0,"FALSE",0
"AC004156.1",1,0,0,"FALSE",0
"AC005856.1",1,0,0,"FALSE",0
"AC098847.1",1,0,0,"FALSE",0
"AC022098.2",1,0,0,"FALSE",0
"AC010632.2",1,0,0,"FALSE",0
"FDX2",1,0,0,"FALSE",0
"AC090227.2",1,0,0,"FALSE",0
"AC105105.2",1,0,0,"FALSE",0
"THA1P",1,0,0,"FALSE",0
"AC016229.2",1,0,0,"FALSE",0
"AC011921.2",1,0,0,"FALSE",0
"EIF5AP2",1,0,0,"FALSE",0
"ZNF224",1,0,0,"FALSE",0
"AC135721.1",1,0,0,"FALSE",0
"AC016590.2",1,0,0,"FALSE",0
"AC008991.2",1,0,0,"FALSE",0
"NTF6B",1,0,0,"FALSE",0
"AC090771.2",1,0,0,"FALSE",0
"AC010928.3",1,0,0,"FALSE",0
"KF456478.1",1,0,0,"FALSE",0
"AC010525.2",1,0,0,"FALSE",0
"LDLRAD4.AS1",1,0,0,"FALSE",0
"SHC1P2",1,0,0,"FALSE",0
"TAF9P3",1,0,0,"FALSE",0
"AC011477.5",1,0,0,"FALSE",0
"AP005131.5",1,0,0,"FALSE",0
"AC105227.1",1,0,0,"FALSE",0
"ERVK.28",1,0,0,"FALSE",0
"LUZP6",1,0,0,"FALSE",0
"AC002116.2",1,0,0,"FALSE",0
"AC091551.1",1,0,0,"FALSE",0
"AP005131.6",1,0,0,"FALSE",0
"AC020917.2",1,0,0,"FALSE",0
"FRG2LP",1,0,0,"FALSE",0
"AC104365.3",1,0,0,"FALSE",0
"AC020922.1",1,0,0,"FALSE",0
"AC015961.2",1,0,0,"FALSE",0
"RDM1P3",1,0,0,"FALSE",0
"AC024592.2",1,0,0,"FALSE",0
"EDDM13",1,0,0,"FALSE",0
"AC060766.6",1,0,0,"FALSE",0
"LINC01539",1,0,0,"FALSE",0
"AC012433.1",1,0,0,"FALSE",0
"AC008738.4",1,0,0,"FALSE",0
"AC083760.1",1,0,0,"FALSE",0
"SRSF10P1",1,0,0,"FALSE",0
"LINC02078",1,0,0,"FALSE",0
"AP002414.5",1,0,0,"FALSE",0
"AC011509.2",1,0,0,"FALSE",0
"AC012254.3",1,0,0,"FALSE",0
"AC008521.2",1,0,0,"FALSE",0
"LINC02565",1,0,0,"FALSE",0
"AC008738.5",1,0,0,"FALSE",0
"AC010761.6",1,0,0,"FALSE",0
"AC005332.2",1,0,0,"FALSE",0
"AC006305.3",1,0,0,"FALSE",0
"AP005264.5",1,0,0,"FALSE",0
"AL121989.1",1,0,0,"FALSE",0
"AC020934.2",1,0,0,"FALSE",0
"HMGB2P1",1,0,0,"FALSE",0
"AC087645.2",1,0,0,"FALSE",0
"AC024592.3",1,0,0,"FALSE",0
"UBE2L4",1,0,0,"FALSE",0
"SINHCAFP2",1,0,0,"FALSE",0
"AC107896.1",1,0,0,"FALSE",0
"AC022916.3",1,0,0,"FALSE",0
"AC060766.7",1,0,0,"FALSE",0
"AC104985.1",1,0,0,"FALSE",0
"AC011479.1",1,0,0,"FALSE",0
"AC092068.3",1,0,0,"FALSE",0
"RUNDC3A.AS1",1,0,0,"FALSE",0
"AC009005.1",1,0,0,"FALSE",0
"RPS10P27",1,0,0,"FALSE",0
"AC005329.2",1,0,0,"FALSE",0
"AC006557.4",1,0,0,"FALSE",0
"EML2.AS1",1,0,0,"FALSE",0
"AC099811.4",1,0,0,"FALSE",0
"AC011478.1",1,0,0,"FALSE",0
"MIR4527HG",1,0,0,"FALSE",0
"AC048380.1",1,0,0,"FALSE",0
"AC093567.1",1,0,0,"FALSE",0
"AC100793.3",1,0,0,"FALSE",0
"AC022726.1",1,0,0,"FALSE",0
"LINC01801",1,0,0,"FALSE",0
"AC006504.6",1,0,0,"FALSE",0
"AC011498.6",1,0,0,"FALSE",0
"AC016182.1",1,0,0,"FALSE",0
"AC011447.4",1,0,0,"FALSE",0
"LINC01999",1,0,0,"FALSE",0
"AP001120.3",1,0,0,"FALSE",0
"AC010776.2",1,0,0,"FALSE",0
"OR7E16P",1,0,0,"FALSE",0
"AC006116.10",1,0,0,"FALSE",0
"LINC01791",1,0,0,"FALSE",0
"AC004221.1",1,0,0,"FALSE",0
"LINC01533",1,0,0,"FALSE",0
"AC021594.2",1,0,0,"FALSE",0
"SLC25A36P1",1,0,0,"FALSE",0
"AC022916.4",1,0,0,"FALSE",0
"AC022098.3",1,0,0,"FALSE",0
"AC010680.1",1,0,0,"FALSE",0
"AF038458.3",1,0,0,"FALSE",0
"AC027097.2",1,0,0,"FALSE",0
"AC015936.2",1,0,0,"FALSE",0
"AC100775.1",1,0,0,"FALSE",0
"LINC01987",1,0,0,"FALSE",0
"AC018761.4",1,0,0,"FALSE",0
"WBP1LP11",1,0,0,"FALSE",0
"AC009977.1",1,0,0,"FALSE",0
"AP001120.4",1,0,0,"FALSE",0
"SMIM22",1,0,0,"FALSE",0
"LIN37",1,0,0,"FALSE",0
"NRBF2P1",1,0,0,"FALSE",0
"MAN1A2P1",1,0,0,"FALSE",0
"AC012254.4",1,0,0,"FALSE",0
"AC087289.5",1,0,0,"FALSE",0
"AC018755.1",1,0,0,"FALSE",0.0384615384615385
"NDUFV2P1",1,0,0,"FALSE",0
"AP001160.2",1,0,0,"FALSE",0
"AC008655.1",1,0,0,"FALSE",0
"AC011468.2",1,0,0,"FALSE",0
"RF00019.724",1,0,0,"FALSE",0
"AL592211.1",1,0,0,"FALSE",0
"AC245884.8",1,0,0,"FALSE",0
"AC119396.2",1,0,0,"FALSE",0
"NDUFA7",1,0,0,"FALSE",0
"AL133499.1",1,0,0,"FALSE",0
"MZF1.AS1",1,0,0,"FALSE",0
"AL356740.1",1,0,0,"FALSE",0
"ZNF460.AS1",1,0,0,"FALSE",0
"AC073539.1",1,0,0,"FALSE",0
"AC011483.1",1,0,0,"FALSE",0
"AC243967.1",1,0,0,"FALSE",0
"AL031666.2",1,0,0,"FALSE",0
"AC074135.1",1,0,0,"FALSE",0
"AC010624.2",1,0,0,"FALSE",0
"AC022144.1",1,0,0,"FALSE",0
"AC063977.1",1,0,0,"FALSE",0
"AC026803.2",1,0,0,"FALSE",0
"AC024075.1",1,0,0,"FALSE",0
"AC008750.3",1,0,0,"FALSE",0
"ZSCAN5DP",1,0,0,"FALSE",0
"CCDC177",1,0,0,"FALSE",0
"AC009955.2",1,0,0,"FALSE",0
"SNX6P1",1,0,0,"FALSE",0
"AC007785.1",1,0,0,"FALSE",0
"AC139769.2",1,0,0,"FALSE",0
"AC010320.1",1,0,0,"FALSE",0
"AC010300.1",1,0,0,"FALSE",0
"EIF1P6",1,0,0,"FALSE",0
"AC008946.1",1,0,0,"FALSE",0
"AC022762.2",1,0,0,"FALSE",0
"AC010328.1",1,0,0,"FALSE",0
"AC008878.1",1,0,0,"FALSE",0
"MIR3188",1,0,0,"FALSE",0
"OR10B1P",1,0,0,"FALSE",0
"AC011523.1",1,0,0,"FALSE",0
"MAGEA9B",1,0,0,"FALSE",0
"AC007292.1",1,0,0,"FALSE",0
"AC008750.4",1,0,0,"FALSE",0
"AC130469.1",1,0,0,"FALSE",0
"AC063977.2",1,0,0,"FALSE",0
"AC010605.1",1,0,0,"FALSE",0
"CARD8.AS1",1,0,0,"FALSE",0
"PTOV1.AS1",1,0,0,"FALSE",0
"SSX4",1,0,0,"FALSE",0
"AC010320.2",1,0,0,"FALSE",0
"OR4G4P",1,0,0,"FALSE",0
"AC243960.1",1,0,0,"FALSE",0
"AC005253.1",1,0,0,"FALSE",0
"AC243960.2",1,0,0,"FALSE",0
"LINC01785",1,0,0,"FALSE",0
"AC010616.1",1,0,0,"FALSE",0
"NBPF12",1,0,0,"FALSE",0
"AC018766.1",1,0,0,"FALSE",0
"AC012313.2",1,0,0,"FALSE",0
"AL158151.3",1,0,0,"FALSE",0
"AC008395.1",1,0,0,"FALSE",0
"AC007785.2",1,0,0,"FALSE",0
"AC067969.1",1,0,0,"FALSE",0
"AC020913.1",1,0,0,"FALSE",0
"BNIP3P40",1,0,0,"FALSE",0
"NAPA.AS1",1,0,0,"FALSE",0
"SRP14P4",1,0,0,"FALSE",0
"FMR1.AS1",1,0,0,"FALSE",0
"OR5AH1P",1,0,0,"FALSE",0
"AC004466.1",1,0,0,"FALSE",0
"AC006539.2",1,0,0,"FALSE",0
"RPL22P5",1,0,0,"FALSE",0
"AC135012.2",1,0,0,"FALSE",0
"BNIP3P30",1,0,0,"FALSE",0
"AC016885.3",1,0,0,"FALSE",0
